id,pod,pod_detail1,pod_detail2,act,value
RCB,FUP,FUPMPCL,258,39,6936.353736
RCB,FUP,FUPMPCL,291,1,449
RCB,FUP,FUPMPCL,300,1654,236022.1546
RCB,FUP,FUPMPCL,302,84,9120.25044
RCB,FUP,FUPMPCL,303,12,2655.419856
RCB,FUP,FUPMPCL,307,1773,201669.2113
RCB,FUP,FUPMPCL,315,1,206
RCB,FUP,FUPMPCL,320,1710,258158.9257
RCB,FUP,FUPMPCL,328,2,132
RCB,FUP,FUPMPCL,330,2127,167154.9574
RCB,FUP,FUPMPCL,361,412,101820.0477
RCB,FUP,FUPMPCL,401,7,2975
RCB,FUP,FUPMPCL,420,476,75799.41477
RCB,FUP,FUPMPCL,430,26,3656.372512
RCB,FUP,FUPMPCL,502,493,53017.40142
RCB,FUP,FUPMPCL,503,360,39831.29784
RCB,FUP,FUPSPCL,100,7155,651074.2049
RCB,FUP,FUPSPCL,101,4903,380243.0944
RCB,FUP,FUPSPCL,103,458,44991.16742
RCB,FUP,FUPSPCL,104,1230,95390.3745
RCB,FUP,FUPSPCL,106,65,5377.0184
RCB,FUP,FUPSPCL,107,871,93667.66053
RCB,FUP,FUPSPCL,110,13914,1093462.189
RCB,FUP,FUPSPCL,120,4603,309380.1962
RCB,FUP,FUPSPCL,130,29896,1947564.337
RCB,FUP,FUPSPCL,160,524,35219.47052
RCB,FUP,FUPSPCL,180,1,139
RCB,FUP,FUPSPCL,190,529,32820.49308
RCB,FUP,FUPSPCL,191,438,41214.84604
RCB,FUP,FUPSPCL,214,5,480.82953
RCB,FUP,FUPSPCL,223,349,60627.95054
RCB,FUP,FUPSPCL,291,443,198907
RCB,FUP,FUPSPCL,300,369,40827.08029
RCB,FUP,FUPSPCL,301,4823,533628.7486
RCB,FUP,FUPSPCL,302,108,10609.27092
RCB,FUP,FUPSPCL,303,8546,1051593.829
RCB,FUP,FUPSPCL,306,561,62070.43913
RCB,FUP,FUPSPCL,307,2253,218991.4828
RCB,FUP,FUPSPCL,315,1042,214652
RCB,FUP,FUPSPCL,320,8551,839998.8485
RCB,FUP,FUPSPCL,324,3,288
RCB,FUP,FUPSPCL,328,7,441
RCB,FUP,FUPSPCL,330,7194,513283.9722
RCB,FUP,FUPSPCL,340,4850,521570.7848
RCB,FUP,FUPSPCL,341,866,120889.8502
RCB,FUP,FUPSPCL,361,3988,523717.456
RCB,FUP,FUPSPCL,400,3359,423234
RCB,FUP,FUPSPCL,401,45,11520
RCB,FUP,FUPSPCL,410,8842,932585.9351
RCB,FUP,FUPSPCL,420,4462,618261.9841
RCB,FUP,FUPSPCL,430,1330,187037.517
RCB,FUP,FUPSPCL,502,2777,252695.0478
RCB,FUP,FUPSPCL,655,65,6890
RCB,FUP,FUPSPCL,822,254,8382
RCB,NEL,AA,,1851,3068940.49
RCB,NEL,AB,,7,16061.77439
RCB,NEL,BZ,,72,81806.16475
RCB,NEL,CZ,,840,672872.8443
RCB,NEL,DZ,,3155,6860697.019
RCB,NEL,EA,,540,1804033.103
RCB,NEL,EB,,2964,3731827.591
RCB,NEL,FZ,,3777,7094677.983
RCB,NEL,GA,,108,466216.4485
RCB,NEL,GB,,273,1143023.823
RCB,NEL,GC,,550,1132622.394
RCB,NEL,HA,,1581,4035813.19
RCB,NEL,HB,,297,724338.1487
RCB,NEL,HC,,438,468398.2771
RCB,NEL,HD,,659,888454.0566
RCB,NEL,HR,,64,513851.6613
RCB,NEL,JA,,64,136821.3353
RCB,NEL,JB,,10,22491
RCB,NEL,JC,,244,436102.0554
RCB,NEL,JD,,570,1061239.373
RCB,NEL,KA,,18,25376.42472
RCB,NEL,KB,,180,232285.1268
RCB,NEL,KC,,246,437694.468
RCB,NEL,LA,,946,1992920.521
RCB,NEL,LB,,847,1140361.164
RCB,NEL,MA,,184,258848.6317
RCB,NEL,MB,,304,287131.7485
RCB,NEL,NZ,,3,5019.239868
RCB,NEL,PA,,4047,2717004.623
RCB,NEL,PB,,337,266309.2448
RCB,NEL,QZ,,397,1615583.085
RCB,NEL,RC,,91,399409.0629
RCB,NEL,SA,,385,889418.1084
RCB,NEL,VA,,249,852822.0033
RCB,NEL,WA,,2140,3975650.596
RCB,NEL,WD,,565,1489168
RCB,NELNE,AA,,12,16352.34019
RCB,NELNE,AB,,11,25069.31425
RCB,NELNE,BZ,,2,1290.484416
RCB,NELNE,CZ,,7,11236.93441
RCB,NELNE,DZ,,15,38930.64726
RCB,NELNE,EB,,23,33053.15253
RCB,NELNE,FZ,,27,41580.8969
RCB,NELNE,GB,,1,3621.215084
RCB,NELNE,GC,,1,5823.724544
RCB,NELNE,HA,,6,16347.16998
RCB,NELNE,HB,,5,21525.65231
RCB,NELNE,HC,,4,5790.6352
RCB,NELNE,HD,,7,13896.49044
RCB,NELNE,JB,,1,4816
RCB,NELNE,JC,,36,32808.21379
RCB,NELNE,JD,,3,7352.03862
RCB,NELNE,KC,,2,5120.575984
RCB,NELNE,LA,,3,11352.74712
RCB,NELNE,LB,,8,9068.54834
RCB,NELNE,MA,,18,23483.09382
RCB,NELNE,MB,,21,11108.71321
RCB,NELNE,NZ,,3021,5579930.53
RCB,NELNE,PA,,56,51060.42593
RCB,NELNE,PB,,344,274531.9467
RCB,NELNE,QZ,,1,1533.484286
RCB,NELNE,RC,,2,9343.603512
RCB,NELNE,SA,,127,85523.54574
RCB,NELNE,VA,,3,14602.74112
RCB,NELNE,WA,,28,45503.15461
RCB,NELNE,WD,,6,19655
RCB,NF2F,100,,164,3899.92
RCB,NF2F,101,,24,570.72
RCB,NF2F,120,,21,499.38
RCB,NF2F,160,,1,23.78
RCB,NF2F,300,,19,451.82
RCB,NF2F,301,,947,22519.66
RCB,NF2F,303,,492,11699.76
RCB,NF2F,315,,211,5017.58
RCB,NF2F,320,,359,8537.02
RCB,NF2F,330,,109,2592.02
RCB,NF2F,340,,67,1593.26
RCB,NF2F,361,,1834,43612.52
RCB,NF2F,400,,345,8204.1
RCB,NF2F,410,,556,13221.68
RCB,NF2F,420,,341,8108.98
RCB,NF2F,430,,53,1260.34
RCB,NonSUS,Ambulatory Care,AMC1 - Ambulatory Care,1668,283649.4
RCB,NonSUS,Audiology,PATH1 - Audiology hearing aid assessment only,7765,417525.4788
RCB,NonSUS,Audiology,"PATH2 - Pathway for hearing aid assessment, fitting of one hearing aid device, cost of one device & first follow up",1562,428021.0051
RCB,NonSUS,Audiology,"PATH3 - Pathway for hearing aid assessment, fitting of two hearing aid devices, cost of two devices & first follow up",3188,1206528.478
RCB,NonSUS,Audiology,PATH4 - Hearing aid aftercare (repairs),11052,285705.8046
RCB,NonSUS,Best Practice,Hip Fragility (BP01),216,299106
RCB,NonSUS,Best Practice,Ketoacidosis (BP52),11,2030.85
RCB,NonSUS,Best Practice,"Paed Diabetes (YoC, 263)",142.7499998,427329.2625
RCB,NonSUS,Best Practice,Stroke (BP05),381,470836.6329
RCB,NonSUS,Best Practice,"Transient Ischaemic Attack (F, 329)",130,13576.97146
RCB,NonSUS,Blocks,Ambulatory Care,0,471511.9036
RCB,NonSUS,Blocks,Child Health,0,307127
RCB,NonSUS,Blocks,HCTCS - Hospital Transport Cost Scheme,0,38690
RCB,NonSUS,Blocks,Pulmonary Rehab,0,28583
RCB,NonSUS,Blocks,SPR Funding,0,941386
RCB,NonSUS,Critical Care,XA03Z - Neonatal (SCBU),2445,1295850
RCB,NonSUS,Critical Care,XC01Z - 6 Organs,48,70320
RCB,NonSUS,Critical Care,XC02Z - 5 Organs,25,36625
RCB,NonSUS,Critical Care,XC03Z - 4 Organs,190,260490
RCB,NonSUS,Critical Care,XC04Z - 3 Organs,593,732355
RCB,NonSUS,Critical Care,XC05Z - 2 Organs,876,939948
RCB,NonSUS,Critical Care,XC06Z - 1 Organ,1631,1285228
RCB,NonSUS,Critical Care,XC07Z - 0 Organ,2262,1214694
RCB,NonSUS,Direct Access,Cardiology (320): DA0124 - MDU - 24 hr tape,41,3116
RCB,NonSUS,Direct Access,Cardiology (320): DA0148 - MDU - 48 hr tape,2,268
RCB,NonSUS,Direct Access,Cardiology (320): DA0172 - MDU - 72  hr tape,10,1910
RCB,NonSUS,Direct Access,Cardiology (320): DA075A - MDU -24 hr BP monitoring,1,74
RCB,NonSUS,Direct Access,"Cardiology (320): RA60A - Simple Echocardiogram, 19 years and over",8,546
RCB,NonSUS,Direct Access,INRW,70616,1059240
RCB,NonSUS,Direct Access,Pathology (820): BNP (Brain Natriuretic Peptide),194,5926.7
RCB,NonSUS,Direct Access,Pathology (820): DAP823 (Haematology),11195,31122.1
RCB,NonSUS,Direct Access,Pathology (820): DAP824 (Histopathology),68,1440.24
RCB,NonSUS,Direct Access,Pathology (820): DAP830 (Immunology),5026,36639.54
RCB,NonSUS,Direct Access,Pathology (820): DAP831 (Medical Microbiology and Virology),10842,73942.44
RCB,NonSUS,Direct Access,Pathology (820): DAP838 (Cytology inc Non Gynae),3,34.59
RCB,NonSUS,Direct Access,Pathology (820): DAP841 (Biochemistry),113036,165032.56
RCB,NonSUS,Direct Access,Pathology (820): DAP842 (Other),400,1424
RCB,NonSUS,Direct Access,Pathology (820): PATH (Pathology Tests),1757743,7378519.571
RCB,NonSUS,Direct Access,Pathology (820): PHLEB (Phlebotomy - DAP839),85536,239500.8
RCB,NonSUS,Direct Access,"Physio (650): Cardio, R2R, Womens",1,28
RCB,NonSUS,Direct Access,"Radiology (812): RA01A - Magnetic Resonance Imaging Scan, one area, no contrast, 19 years and over",2934,373175.46
RCB,NonSUS,Direct Access,"Radiology (812): RA01B - Magnetic Resonance Imaging Scan, one area, no contrast, 6 to 18 years",57,7779.93
RCB,NonSUS,Direct Access,"Radiology (812): RA01C - Magnetic Resonance Imaging Scan, one area, no contrast, 5 years and under",1,156.14
RCB,NonSUS,Direct Access,"Radiology (812): RA02A - Magnetic Resonance Imaging Scan, one area, post contrast only, 19 years and over",274,40798.6
RCB,NonSUS,Direct Access,"Radiology (812): RA02B - Magnetic Resonance Imaging Scan, one area, post contrast only, 6 to 18 years",2,335.02
RCB,NonSUS,Direct Access,"Radiology (812): RA04Z - Magnetic Resonance Imaging Scan, two to three areas, no contrast",2,322.62
RCB,NonSUS,Direct Access,"Radiology (812): RA08A - Computerised Tomography Scan, one area, no contrast, 19 years and over",605,48170.1
RCB,NonSUS,Direct Access,"Radiology (812): RA08B - Computerised Tomography Scan, one area, no contrast, 6 to 18 years",5,413.6
RCB,NonSUS,Direct Access,"Radiology (812): RA09A - Computerised Tomography Scan, one area, with post contrast only, 19 years and over",142,13068.26
RCB,NonSUS,Direct Access,"Radiology (812): RA09B - Computerised Tomography Scan, one area, with post contrast only, 6 to 18 years",1,93.06
RCB,NonSUS,Direct Access,"Radiology (812): RA10Z - Computerised Tomography Scan, one area, pre and post contrast",25,2145.75
RCB,NonSUS,Direct Access,"Radiology (812): RA11Z - Computerised Tomography Scan, two areas without contrast",48,4119.84
RCB,NonSUS,Direct Access,"Radiology (812): RA12Z - Computerised Tomography Scan, two areas with contrast",295,32334.95
RCB,NonSUS,Direct Access,"Radiology (812): RA13Z - Computerised Tomography Scan, three areas with contrast",70,8613.5
RCB,NonSUS,Direct Access,"Radiology (812): RA14Z - Computerised Tomography Scan, more than three areas",2,264.72
RCB,NonSUS,Direct Access,Radiology (812): RA15Z - Dexa Scan,154,9714.32
RCB,NonSUS,Direct Access,"Radiology (812): RA16Z - Contrast Fluoroscopy Procedures, less than 20 minutes",46,3567.3
RCB,NonSUS,Direct Access,"Radiology (812): RA17Z - Contrast Fluoroscopy Procedures, 20 to 40 minutes",5,589.4
RCB,NonSUS,Direct Access,"Radiology (812): RA18Z - Contrast Fluoroscopy Procedures, more than 40 minutes",34,4781.42
RCB,NonSUS,Direct Access,"Radiology (812): RA23Z - Ultrasound Scan, less than 20 minutes",11577,514713.42
RCB,NonSUS,Direct Access,"Radiology (812): RA24Z - Ultrasound Scan, 20 minutes and over",212,12056.44
RCB,NonSUS,Direct Access,"Radiology (812): RA28Z - Plain Film, one area",25451,432667
RCB,NonSUS,Direct Access,"Radiology (812): RA29Z - Plain Film, two - three areas",1166,40810
RCB,NonSUS,Direct Access,"Radiology (812): RA30Z - Plain Film, four or more areas",1,78
RCB,NonSUS,Direct Access,"Radiology (812): RA35Z - Nuclear Medicine, Category 1",3,428.1
RCB,NonSUS,Direct Access,"Radiology (812): RA37Z - Nuclear Medicine, Category 3",174,38144.28
RCB,NonSUS,Direct Access,Radiology (812): RB10Z - Interventional Radiology - category 1,2,564
RCB,NonSUS,Excluded Devices,"DEV06 - Carotid, iliac and renal stents",22,14603
RCB,NonSUS,Excluded Devices,"DEV08 - Deep brain, vagal, sacral, spinal cord and occipital nerve stimulators",29,272771.9799
RCB,NonSUS,Excluded Devices,DEV09 - Endovascular stent graft,8,33200
RCB,NonSUS,Excluded Devices,DEV17 - Peripheral vascular stents,55,57379.5
RCB,NonSUS,Excluded Devices,DEV19 - Biological mesh,48,66468
RCB,NonSUS,Excluded Devices,DEV20 - Bone Growth Stimulators,7,6496
RCB,NonSUS,Excluded Devices,DEV24 - Insulin pump consumables,1727,278047
RCB,NonSUS,Excluded Devices,DEV25 - Insulin pump devices,140.93,281141.1
RCB,NonSUS,Excluded Devices,DEV26 - VNUS Catheters,176,79379.52
RCB,NonSUS,Excluded Devices,DEV27 - CPAP - Non Heated - Existing Patients,636.4166664,124737.6667
RCB,NonSUS,Excluded Devices,DEV28 - CPAP - Non Heated - New Patients,283,55468
RCB,NonSUS,Excluded Devices,DEV29 - CPAP - Non Heated - Failed Titration,103,20188
RCB,NonSUS,Excluded Devices,DEV30 - CPAP - Heated - Existing Patients,556.3333331,145203
RCB,NonSUS,Excluded Devices,DEV31 - CPAP - Heated - New Patients,41,10701
RCB,NonSUS,Excluded Devices,DEV36 - Pleurex Drains,40,30250.8
RCB,NonSUS,Excluded Devices,DEV37 - Wound Care,111,36285.9
RCB,NonSUS,Excluded Drugs,Cryo PPT - Pooled,4,888
RCB,NonSUS,Excluded Drugs,FFP - FFP Blood,33,1056
RCB,NonSUS,Excluded Drugs,HOSPICE - Drugs to Hospice,12,93772.82
RCB,NonSUS,Excluded Drugs,PLT - Platelets (1.0 ATD),8,1672
RCB,NonSUS,Excluded Drugs,RBC - Red Blood Cells,7,959
RCB,NonSUS,Excluded Drugs,XD09Z - Torsion Dystonias and Other Involuntary Movements Drugs Band 1,278,231195.7998
RCB,NonSUS,Excluded Drugs,XD10Z - Amyotrophic Lateral Sclerosis Drugs Band 1,35,950.79
RCB,NonSUS,Excluded Drugs,XD17Z - Growth Hormone Analogue Drugs Band 1,2,464.88
RCB,NonSUS,Excluded Drugs,XD18Z - Bone Metabolism Drugs Band 1,49,29199.92
RCB,NonSUS,Excluded Drugs,XD19Z - Monoclonal Antibodies Band 1,244,517184.48
RCB,NonSUS,Excluded Drugs,XD31Z - Cytokine Inhibitor Drugs Band 1,5118,6500761.144
RCB,NonSUS,Excluded Drugs,XD43Z - Platelet Disorder Drugs Band 1,41,93094.2
RCB,NonSUS,Excluded Drugs,XD44Z - Protein Tyrosine Kinase Inhibitors Band 1,51,174375.34
RCB,NonSUS,Excluded Drugs,XD46Z - Subfoveal Choroidal Neovascularisation Drugs Band 1,31,2928.2
RCB,NonSUS,Excluded Drugs,XD52Z - Poison Management Drugs Band 1,15,23887.51
RCB,NonSUS,Excluded Drugs,XD55Z - Macular Oedema Drugs Band 1,7,37344
RCB,NonSUS,Excluded Drugs,XD57Z - Skin Condition Drugs Band 1,50,54621.4
RCB,NonSUS,Maternity Ante/Post,Ante - Intensive (AC),262.53,756306.9252
RCB,NonSUS,Maternity Ante/Post,Ante - Intermediate (AB),940.4,1627822.996
RCB,NonSUS,Maternity Ante/Post,Ante - Standard (AA),2310.14,2498670.525
RCB,NonSUS,Maternity Ante/Post,Post - Intensive (BC),1,867.56
RCB,NonSUS,Maternity Ante/Post,Post - Intermediate (BB),507,163568.34
RCB,NonSUS,Maternity Ante/Post,Post - Standard (BA),2422,618603.02
RCB,NonSUS,OP Radiology,"RA01A - Magnetic Resonance Imaging Scan, one area, no contrast, 19 years and over",3311,421116.7066
RCB,NonSUS,OP Radiology,"RA01B - Magnetic Resonance Imaging Scan, one area, no contrast, 6 to 18 years",395,53914.94988
RCB,NonSUS,OP Radiology,"RA01C - Magnetic Resonance Imaging Scan, one area, no contrast, 5 years and under",59,9212.280178
RCB,NonSUS,OP Radiology,"RA02A - Magnetic Resonance Imaging Scan, one area, post contrast only, 19 years and over",2285,340241.1797
RCB,NonSUS,OP Radiology,"RA02B - Magnetic Resonance Imaging Scan, one area, post contrast only, 6 to 18 years",78,13066.15471
RCB,NonSUS,OP Radiology,"RA02C - Magnetic Resonance Imaging Scan, one area, post contrast only, 5 years and under",4,732.101736
RCB,NonSUS,OP Radiology,"RA03Z - Magnetic Resonance Imaging Scan, one area, pre and post contrast",4,752.782576
RCB,NonSUS,OP Radiology,"RA04Z - Magnetic Resonance Imaging Scan, two to three areas, no contrast",157,25325.75666
RCB,NonSUS,OP Radiology,"RA05Z - Magnetic Resonance Imaging Scan, two to three areas, with contrast",3,648.344334
RCB,NonSUS,OP Radiology,"RA08A - Computerised Tomography Scan, one area, no contrast, 19 years and over",1925,153270.8755
RCB,NonSUS,OP Radiology,"RA08B - Computerised Tomography Scan, one area, no contrast, 6 to 18 years",39,3226.21104
RCB,NonSUS,OP Radiology,"RA08C - Computerised Tomography Scan, one area, no contrast, 5 years and under",5,522.19121
RCB,NonSUS,OP Radiology,"RA09A - Computerised Tomography Scan, one area, with post contrast only, 19 years and over",1074,98839.93861
RCB,NonSUS,OP Radiology,"RA09B - Computerised Tomography Scan, one area, with post contrast only, 6 to 18 years",22,2047.40316
RCB,NonSUS,OP Radiology,"RA09C - Computerised Tomography Scan, one area, with post contrast only, 5 years and under",102,11707.42352
RCB,NonSUS,OP Radiology,"RA10Z - Computerised Tomography Scan, one area, pre and post contrast",130,11157.31318
RCB,NonSUS,OP Radiology,"RA11Z - Computerised Tomography Scan, two areas without contrast",75,6436.91145
RCB,NonSUS,OP Radiology,"RA12Z - Computerised Tomography Scan, two areas with contrast",2301,252209.0481
RCB,NonSUS,OP Radiology,"RA13Z - Computerised Tomography Scan, three areas with contrast",1239,152460.1865
RCB,NonSUS,OP Radiology,"RA14Z - Computerised Tomography Scan, more than three areas",64,8470.872064
RCB,NonSUS,OP Radiology,RA15Z - Dexa Scan,660,41630.53092
RCB,NonSUS,OP Radiology,"RA16Z - Contrast Fluoroscopy Procedures, less than 20 minutes",636,49323.8034
RCB,NonSUS,OP Radiology,"RA17Z - Contrast Fluoroscopy Procedures, 20 to 40 minutes",319,37603.97137
RCB,NonSUS,OP Radiology,"RA18Z - Contrast Fluoroscopy Procedures, more than 40 minutes",155,21797.60536
RCB,NonSUS,OP Radiology,"RA23Z - Ultrasound Scan, less than 20 minutes",9457,420494.2133
RCB,NonSUS,OP Radiology,"RA24Z - Ultrasound Scan, 20 minutes and over",2199,125062.2097
RCB,NonSUS,OP Radiology,"RA35Z - Nuclear Medicine, Category 1",4,570.791184
RCB,NonSUS,OP Radiology,"RA36Z - Nuclear Medicine, Category 2",129,24410.62949
RCB,NonSUS,OP Radiology,"RA37Z - Nuclear Medicine, Category 3",656,143806.289
RCB,NonSUS,OP Radiology,"RA38Z - Nuclear Medicine, Category 4",174,73768.55628
RCB,NonSUS,OP Radiology,"RA40Z - Nuclear Medicine, Category 6",56,23567.88526
RCB,NonSUS,OP Radiology,"RA60A - Simple Echocardiogram, 19 years and over",3409,232653.2457
RCB,NonSUS,OP Radiology,"RA60B - Simple Echocardiogram, 6 to 18 years",88,7006.668592
RCB,NonSUS,OP Radiology,"RA60C - Simple Echocardiogram, 5 years and under",121,11385.83646
RCB,NonSUS,Orthotics,BPA1020: Anita Authentic,30,3030
RCB,NonSUS,Orthotics,BPA105: Amoena Contact Nipple Set,1,15
RCB,NonSUS,Orthotics,BPA1057: Anita Equitex,3,303
RCB,NonSUS,Orthotics,BPA1157: Anita Equitex Volume,1,101
RCB,NonSUS,Orthotics,BPA214: Amoena Priform,2,158
RCB,NonSUS,Orthotics,BPA271: Amoena Balance 2d,1,79
RCB,NonSUS,Orthotics,BPA282: Amoena Balance Delta,15,1515
RCB,NonSUS,Orthotics,BPA320: Amoena,13,1313
RCB,NonSUS,Orthotics,BPA321: Amoena,13,1313
RCB,NonSUS,Orthotics,BPA333: Amoena Purfit,1,99
RCB,NonSUS,Orthotics,BPA363: Amoena Essential 3s,20,1620
RCB,NonSUS,Orthotics,BPA380: Amoena Contact,2,202
